source_id,ra,dec,teff_val,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,focal,lsst_r_mag
6575066511760275584,330.59088624922947,-37.21386124124871,,21.002836,,,intra,
6575067645631637888,330.53173698162436,-37.17088719539502,5341.5547,13.17465,13.598825,12.61161,intra,13.134331194021916
6575063973434260480,330.62271636274124,-37.198637719976816,,20.683998,20.917522,19.633436,intra,20.646123693591626
6575066511760276352,330.5914329806617,-37.21055140013334,,19.051071,19.734491,18.114534,intra,19.062704986733763
6575066962732567168,330.58428632984453,-37.19337832388829,5818.8374,14.242316,14.598919,13.7385,intra,14.210750157128507
6575066584775444736,330.57266012009427,-37.20573536473176,,17.558395,18.08601,16.878086,intra,17.516538962833703
6575066997092305280,330.60180010613976,-37.18171841503238,,17.696487,19.109436,16.518915,intra,18.230630700365474
6575067100171520128,330.61875385243087,-37.170842190534934,,20.001596,20.724712,19.11295,intra,20.011348444304744
6575067237610475392,330.56954599937245,-37.1640879107259,,17.556887,18.052114,16.914053,intra,17.513490563141286
6575066481696269568,330.57937173688856,-37.22832367059164,,20.676077,20.763378,19.763554,intra,20.635183625719137
6575066722214399616,330.539646046934,-37.20020314575776,,20.473202,20.228039,20.11021,intra,20.573395232982463
6575068818158439552,330.62116816079873,-37.14228582577457,,17.851028,18.270237,17.267122,intra,17.80999383773955
6575067340689689984,330.6096694405678,-37.144761961310294,4350.0,14.977181,15.702387,14.12004,intra,14.980473690135344
6575067168890997760,330.5785665896392,-37.17816122284763,,17.641445,18.22385,16.89947,intra,17.60669196365096
6575066546120014848,330.57274421380913,-37.209987210041994,,19.288025,19.685858,18.587814,intra,19.244616074515086
6575067649926428288,330.52330730194603,-37.16916638347792,,21.108185,,,intra,
6575066511760274176,330.5894470921005,-37.22488759965167,,20.161995,20.389086,19.592196,intra,20.13672841430766
6575064076514543488,330.62515952740375,-37.189550450041224,5812.0,15.209693,15.533866,14.7138195,intra,15.181990078424247
6575067649927336192,330.5220606447824,-37.17456798202406,4277.22,16.95486,17.698513,16.126211,intra,16.956051072716335
6575068234042930688,330.5881504629342,-37.11095524803851,,20.74508,21.11121,19.901045,intra,20.703306235721314
6575068165323412224,330.5872420909166,-37.115535829544605,5753.0,16.974577,17.30284,16.47151,intra,16.945744655532867
6575068916941995392,330.6239400853037,-37.11935830926378,,18.356724,19.12943,17.48099,intra,18.37517845976832
6575068062244197248,330.5415257572455,-37.13970936381943,5437.6665,14.194899,14.600739,13.640397,intra,14.155988570642378
6575067993524719744,330.55827340627707,-37.16048490806988,3967.61,17.012075,17.897713,16.088688,intra,17.077442047734177
6575068916941995904,330.6217355310492,-37.117791000416865,,19.979277,20.656933,18.683184,intra,20.108633676659768
6575068165323411840,330.58245289337333,-37.12176252277039,4393.3467,15.849272,16.563974,15.058624,intra,15.837785224829265
6575067890445505536,330.5284974944425,-37.14737558108988,,19.825077,20.428312,18.74806,intra,19.851671289306818
6575068234042889344,330.5706651951881,-37.11213589124463,5903.3335,14.831934,15.145186,14.3574915,intra,14.807678444599857
6575068199682360832,330.56783137074825,-37.11934256597615,,21.072386,,,intra,
6575066786639953664,330.5651973726197,-37.19533733016191,,20.712046,20.56666,20.08623,intra,20.734176549461022
6575067679991401984,330.5302768006121,-37.15202617693071,,18.900682,19.702791,17.971285,intra,18.941573382195358
6575063866060419712,330.61868080677704,-37.225783563449156,,18.632603,19.251179,17.904316,intra,18.59990645785742
6575067164595315584,330.5711721265103,-37.17805934522192,,20.83841,21.679632,19.753391,intra,20.947585927698313
6575067989229044864,330.5623085194176,-37.15742262770591,,18.225645,18.589981,17.67964,intra,18.190003998192434
6575066855357669760,330.5624716668581,-37.179409615421754,,18.518965,19.407598,17.584017,intra,18.58932034780122
6575067203250736000,330.59399193357746,-37.16681290773314,,17.106625,17.58117,16.472223,intra,17.063158236350723
6575067095875844608,330.6132551084048,-37.16445483686693,,19.210184,19.419043,18.799458,intra,19.20848021815683
6575067989229042944,330.5513799894195,-37.16117886218748,,19.689493,19.990072,19.028315,intra,19.650502239067524
6575067095875842688,330.6161719537574,-37.1677258180442,,20.461407,20.678738,19.93464,intra,20.44227312982257
6575066924077140352,330.6061306485677,-37.192076256208544,,20.708874,21.352959,19.800339,intra,20.706099503139836
6575067615566391424,330.54060808532824,-37.164734469295496,,19.986517,20.145449,19.506952,intra,19.981913161060348
