source_id,ra,dec,teff_val,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,focal,lsst_r_mag
6329771858514572672,216.12882158100527,-7.570301163215546,,20.237286,20.914837,19.666044,intra,20.197260072309994
6329773340278763136,216.13481897019008,-7.5496028882362465,,19.409058,19.81975,18.942236,intra,19.37600775866208
6329773267263847296,216.14506019225,-7.565584126118483,,19.952845,20.142046,19.266188,intra,19.91993454522277
6329770488419690752,216.18415456939985,-7.627702395204951,,20.184021,20.603443,19.666664,intra,20.14654767037032
6329771725371057920,216.10401882234342,-7.588162883922782,,18.999214,19.523102,18.401474,intra,18.9557374215899
6329771549276915200,216.12767724080948,-7.597584546671882,,19.893776,20.242838,19.168306,intra,19.85064536791616
6329771514917177984,216.16249680574163,-7.594848791195909,,19.587803,19.807268,18.926952,intra,19.55451820612201
6329771308758747904,216.07946701370312,-7.5952046176790535,,20.312262,20.405224,18.992918,intra,20.286871780509383
6329773370343154944,216.134685972204,-7.5477494963231635,,20.628963,21.028572,20.211435,intra,20.601557481456915
6329772202111947136,216.19938350149488,-7.588924236588414,,18.956688,19.151695,18.588352,intra,18.964105544370625
6329772270831424512,216.19270890272273,-7.587644363671967,,19.560251,20.243536,18.541388,intra,19.592772826097175
6329772992385930752,216.16240412369578,-7.586760973698236,,20.585453,20.894833,20.259922,intra,20.58139239996979
6329771583636659200,216.14303499078179,-7.583970103290563,,19.088404,19.840214,18.247042,intra,19.094020760956816
6329770999520952192,216.08757301572788,-7.639011474309562,,19.957262,20.657572,18.950497,intra,19.991154530339248
6329770381045661056,216.18766825156595,-7.640665769286224,,20.042398,20.798586,19.241474,intra,20.040510883857678
6329773335984832256,216.13590215511033,-7.558011036459322,,19.39988,18.65089,17.31874,intra,19.365811898404598
6329771617997909376,216.09641411270078,-7.608532572059642,,18.51046,19.316183,17.589457,intra,18.549955455895436
6329773301623675392,216.1573228658959,-7.564103560816177,,19.90419,20.73667,18.50833,intra,20.167120598521095
6329773198544373376,216.1868513952573,-7.556689455406453,,19.71131,20.685076,18.83565,intra,19.790834177749044
6329770827722162304,216.0960339423643,-7.646795127203313,,18.949846,19.246881,18.418198,intra,18.9212751748967
6329773232904116224,216.18333061501622,-7.543458635370823,,17.895166,18.52008,17.04951,intra,17.877986578422945
6329773443357978112,216.1874363736353,-7.537117688122525,,18.150583,19.025621,17.197979,intra,18.22235253727833
6329770999520859520,216.09333460812528,-7.635250592024691,,18.531298,18.565126,18.245981,intra,18.58578567699986
6329765261444551040,216.0356109809556,-7.63888567471333,,19.893158,20.437899,18.973528,intra,19.875026723049917
6329771484852887424,216.15352474262883,-7.605898011317903,,17.990929,18.596592,17.258022,intra,17.95744733394116
6329772202111945856,216.20076156336776,-7.593941562479452,5002.0,15.935829,16.422989,15.305398,intra,15.892348808399381
6329773061105591296,216.16250115747286,-7.572674788410973,,20.569666,20.798458,19.75488,intra,20.527216260523943
6329771656651580160,216.11069227063217,-7.600598355006595,,18.295116,18.544796,17.853264,intra,18.282852291606293
6329771656651580288,216.1089061048745,-7.60093990410177,,18.48068,18.876919,17.94671,intra,18.443640497097384
6329771141255504000,216.04884133339596,-7.634755521303442,,18.235975,18.461369,17.796572,intra,18.227483948435516
6329772996681376256,216.171295811121,-7.588374289610396,5085.71,13.397414,13.85061,12.781191,intra,13.354371377175118
6329770763298381824,216.16783307143365,-7.601243213901706,,17.859083,18.215229,17.402008,intra,17.83208174066082
6329772378206085760,216.1966646210887,-7.579841268928801,5923.52,15.984165,16.298735,15.486719,intra,15.957289051031621
6329771587932104192,216.1420364920203,-7.579590622781909,,19.674973,20.318567,18.774128,intra,19.670609087837697
6329773134120330496,216.18786809042462,-7.569958988517916,,18.73518,19.158367,18.02793,intra,18.69173327522897
6329771244334720000,216.0910574187675,-7.605992550388651,,20.089819,20.55789,19.25115,intra,20.053611159789213
6329773202839808256,216.17776488044933,-7.554438934421731,,19.184559,19.493956,18.760147,intra,19.166711234508423
6329773305919023616,216.16526753492053,-7.5563776731975265,,18.425133,19.45525,17.331692,intra,18.62774582697896
6329771828450273664,216.11435749040803,-7.572974923023461,,18.142614,18.451374,17.66544,intra,18.118554800113536
6329773340278762240,216.1409774528074,-7.5581525926329185,,19.648315,19.844954,18.4884,intra,19.616575566846322
6329771553571582720,216.13027337355473,-7.590774651152449,,20.600653,20.899796,19.383717,intra,20.59104420399131
6329773374638501120,216.14564071771224,-7.550941014893748,4448.6665,13.112589,13.824018,12.31065,intra,13.102500204026047
6329773061105413376,216.15956791808838,-7.5754002520433845,,19.628862,19.996502,19.126204,intra,19.596427185685723
6329771038176106112,216.10842757363363,-7.623794933061472,,20.829885,21.681316,19.755249,intra,20.938989633719412
6329770454060734080,216.1726383841466,-7.630629798517918,,17.702454,18.046528,17.155191,intra,17.668270796718556
6329771892874285312,216.20775631968795,-7.626011544197815,,20.034224,20.341862,19.407187,intra,19.996888040306825
6329770900737333760,216.08275044657606,-7.646235704090019,,19.533865,19.886742,18.933886,intra,19.49539086741971
6329771106895764608,216.07078345011047,-7.636734758481233,,17.706186,18.062485,17.174892,intra,17.672303667882176
6329771205679516544,216.07851684668802,-7.630369609613029,,17.722925,18.401098,16.93754,intra,17.704670283930202
6329771347413933312,216.11597800853121,-7.622323496098613,6227.513,15.387198,15.727567,14.87988,intra,15.35679670594111
6329771686715849728,216.09636841916856,-7.5947631850334245,4958.463,12.65638,13.167699,12.013988,intra,12.613158452061818
6329773546437212544,216.20282994357515,-7.549453541345047,5158.75,16.849716,17.23049,16.291195,intra,16.812080336353517
6329771450493171584,216.12553435511288,-7.598111894073084,,19.868097,20.085476,19.301796,intra,19.844290501258122
6329771755435507200,216.12674579231407,-7.588968670801241,,20.830776,21.418848,20.15513,intra,20.79159452975696
6329771240039258112,216.0883956115896,-7.620628781146616,,17.361525,17.642525,16.899382,intra,17.342509278797262
6329770690283446912,216.17414398683658,-7.614020991881208,,17.94031,18.264341,17.437286,intra,17.911901066034414
6329772167752197504,216.18918811474114,-7.612469825573682,,17.749092,18.088585,17.248709,intra,17.71942977994687
6329770179182600320,216.11716644787774,-7.646083941968167,,20.631823,21.332806,19.632082,intra,20.66395119991401
6329771274399001856,216.0700142846807,-7.609326367162313,,19.8491,20.452993,19.07844,intra,19.81925241799946
6329765265739756032,216.0285384224539,-7.639102362582867,,20.339256,21.00756,19.00645,intra,20.480889465341
6329770759002930304,216.163972005157,-7.603173345761332,,17.111076,17.967129,16.189083,intra,17.166242911206364
6329771617996390528,216.10340003121118,-7.600930722466112,,19.736895,20.25059,18.970036,intra,19.698781125302126
